Voltage (V),Current (A),Temperature (C),eRPM,Throttle Duty,Motor Duty,Phase Current (A),Power (W),Status 1,Status 2,Serial Number: 3620885024
71.561562,8.8,31.26,1235,12,5,0,629.74,1,0,
71.591591,7.4,31.32,732,12,5,0,529.78,1,0,
71.441444,9.6,31.32,1285,12,6,0,685.84,1,0,
71.561562,8.2,31.4,739,12,5,0,586.8,1,0,
71.381386,7.4,31.4,2269,12,6,0,528.22,1,0,
71.561562,8.4,31.42,1985,12,5,0,601.12,1,0,
71.501503,6.6,31.45,2152,12,5,0,471.91,1,0,
71.531532,8,31.48,1980,12,5,0,572.25,1,0,
71.531532,6.4,31.48,1979,12,5,0,457.8,1,0,
72.192192,8.2,31.5,1955,12,5,0,591.98,1,0,
71.981987,6.6,31.53,1881,12,5,0,475.08,1,0,
71.531532,9.2,31.56,1360,12,5,0,658.09,1,0,
71.561562,7.4,31.58,728,12,5,0,529.56,1,0,
71.381386,9.6,31.58,2067,12,6,0,685.26,1,0,
71.531532,8.6,31.64,822,12,5,0,615.17,1,0,
71.381386,6.4,31.64,2281,12,6,0,456.84,1,0,
71.561562,8.2,31.69,1985,12,5,0,586.8,1,0,
71.531532,6.2,31.72,1998,12,5,0,443.5,1,0,
71.441444,8.2,31.74,1982,12,5,0,585.82,1,0,
71.411415,6.4,31.74,1936,12,5,0,457.03,1,0,
71.531532,9,31.77,1170,12,5,0,643.78,1,0,
71.561562,7.4,31.8,1224,12,5,0,529.56,1,0,
71.411415,9.8,31.82,1409,12,6,0,699.83,1,0,
71.531532,8.6,31.82,734,12,5,0,615.17,1,0,
71.471474,7.8,31.82,2275,12,6,0,557.48,1,0,
71.561562,8.4,31.85,1370,12,5,0,601.12,1,0,
71.471474,7.2,31.9,2224,12,5,0,514.59,1,0,
71.531532,8.2,31.9,1986,12,5,0,586.56,1,0,
71.501503,6.8,31.9,1948,12,5,0,486.21,1,0,
71.32132,8,31.98,1974,12,5,0,570.57,1,0,
71.981987,6.4,31.98,1864,12,5,0,460.68,1,0,
71.441444,10.2,31.98,1576,12,6,0,728.7,1,0,
71.591591,7.2,32.01,731,12,5,0,515.46,1,0,
71.411415,9.8,32.06,1462,12,6,0,699.83,1,0,
71.561562,8.4,32.06,736,12,5,0,601.12,1,0,
71.471474,7.6,32.09,2311,12,6,0,543.18,1,0,
71.531532,8.8,32.12,1982,12,5,0,629.48,1,0,
71.501503,6.8,32.14,2204,12,5,0,486.21,1,0,
71.561562,8.2,32.17,1987,12,5,0,586.8,1,0,
71.531532,6.6,32.17,1962,12,5,0,472.11,1,0,
71.501503,9.6,32.2,1880,12,5,0,686.41,1,0,
71.95195,6.8,32.2,1866,12,5,0,489.27,1,0,
71.531532,8.6,32.25,1245,12,5,0,615.17,1,0,
71.62162,7,32.25,730,12,5,0,501.35,1,0,
71.441444,8.8,32.28,1918,12,6,0,628.68,1,0,
71.561562,8.4,32.31,877,12,5,0,601.12,1,0,
71.351357,6.2,32.33,2277,12,6,0,442.38,1,0,
71.531532,8.4,32.39,1983,12,5,0,600.86,1,0,
71.531532,6.6,32.39,2021,12,5,0,472.11,1,0,
71.531532,8.6,32.41,1979,12,5,0,615.17,1,0,
71.471474,6.6,32.41,1936,12,5,0,471.71,1,0,
71.501503,9.6,32.44,1203,12,5,0,686.41,1,0,
71.531532,7.4,32.49,1324,12,5,0,529.33,1,0,
71.501503,10,32.52,1444,12,5,0,715.02,1,0,
71.561562,8.2,32.57,734,12,5,0,586.8,1,0,
71.441444,7.6,32.6,2283,12,6,0,542.95,1,0,
71.531532,8.6,32.63,1461,12,5,0,615.17,1,0,
71.471474,7.2,32.66,2232,12,5,0,514.59,1,0,
71.591591,8,32.66,1983,12,5,0,572.73,1,0,
71.531532,6.8,32.66,1991,12,5,0,486.41,1,0,
71.351357,7.6,32.68,1971,12,5,0,542.27,1,0,
71.711716,6.2,32.71,1884,12,5,0,444.61,1,0,
71.531532,8.8,32.71,1180,12,5,0,629.48,1,0,
71.591591,8,32.71,717,12,5,0,572.73,1,0,
71.441444,9,32.76,1509,12,6,0,642.97,1,0,
71.531532,8,32.76,814,11,5,0,572.25,1,0,
71.381386,7.6,32.82,2347,12,6,0,542.5,1,0,
71.561562,8.8,32.82,1983,12,5,0,629.74,1,0,
71.501503,6.6,32.82,2182,12,5,0,471.91,1,0,
71.531532,7.6,32.84,1983,12,5,0,543.64,1,0,
71.531532,6.2,32.87,1977,12,5,0,443.5,1,0,
71.471474,10,32.93,1883,12,5,0,714.71,1,0,
71.681686,7,32.93,1824,12,5,0,501.77,1,0,
71.591591,9,32.95,1242,12,5,0,644.32,1,0,
71.681686,7.2,32.95,733,12,5,0,516.11,1,0,
71.381386,9.4,32.95,2292,12,6,0,670.99,1,0,
71.531532,8.6,33.06,976,12,5,0,615.17,1,0,
71.831833,7.2,33.06,2265,12,6,0,517.19,1,0,
71.561562,8.2,33.06,1984,12,5,0,586.8,1,0,
71.501503,6.8,33.09,1995,12,5,0,486.21,1,0,
71.351357,7.6,33.12,1975,12,5,0,542.27,1,0,
71.62162,6,33.12,1889,12,5,0,429.73,1,0,
71.531532,9.4,33.17,1770,12,5,0,672.4,1,0,
71.561562,7.4,33.2,1234,12,5,0,529.56,1,0,
71.651657,9.4,33.2,1312,12,5,0,673.53,1,0,
71.561562,8.4,33.2,752,12,5,0,601.12,1,0,
71.471474,7.6,33.25,2319,12,6,0,543.18,1,0,
71.561562,8,33.28,1980,12,5,0,572.49,1,0,
71.501503,7,33.28,2246,12,5,0,500.51,1,0,
71.561562,8,33.36,1981,12,5,0,572.49,1,0,
71.501503,7,33.36,1951,12,5,0,500.51,1,0,
71.171173,8.6,33.36,1982,12,5,0,612.07,1,0,
71.441444,6.6,33.39,1925,12,5,0,471.51,1,0,
71.471474,10,33.44,1517,12,6,0,714.71,1,0,
71.531532,7.4,33.44,732,12,5,0,529.33,1,0,
71.441444,9.8,33.44,1523,12,6,0,700.13,1,0,
71.561562,8.4,33.47,738,12,5,0,601.12,1,0,
71.651657,6.4,33.5,2282,12,6,0,458.57,1,0,
71.501503,9,33.52,1981,12,5,0,643.51,1,0,
71.531532,6.6,33.52,1994,12,5,0,472.11,1,0,
71.62162,8.2,33.58,1985,12,5,0,587.3,1,0,
71.591591,6.4,33.58,1926,12,5,0,458.19,1,0,
72.252251,9.4,33.63,1960,12,5,0,679.17,1,0,
71.561562,7,33.66,1655,12,5,0,500.93,1,0,
71.501503,9.4,33.66,1373,12,5,0,672.11,1,0,
71.591591,8,33.69,732,12,5,0,572.73,1,0,
71.441444,8.8,33.72,2269,12,6,0,628.68,1,0,
71.561562,8.2,33.77,1289,12,5,0,586.8,1,0,
72.012016,6.6,33.82,2264,12,6,0,475.28,1,0,
71.501503,8.6,33.85,1988,12,5,0,614.91,1,0,
71.651657,6.2,33.85,1990,12,5,0,444.24,1,0,
71.441444,8.4,33.88,1986,12,5,0,600.11,1,0,
71.411415,6.4,33.88,1915,12,5,0,457.03,1,0,
71.501503,10,33.91,1303,12,5,0,715.02,1,0,
71.561562,6.8,33.91,726,12,5,0,486.62,1,0,
71.411415,9.8,33.91,1782,12,6,0,699.83,1,0,
71.561562,8.2,33.93,718,12,5,0,586.8,1,0,
71.411415,8,33.96,2302,12,6,0,571.29,1,0,
71.561562,8.4,33.96,1983,12,5,0,601.12,1,0,
71.471474,7.4,33.96,1994,12,6,0,528.89,1,0,
71.591591,7.8,34.02,1983,12,5,0,558.41,1,0,
71.531532,7.2,34.04,2001,12,5,0,515.03,1,0,
71.681686,8.4,34.1,1908,12,5,0,602.13,1,0,
71.95195,6.4,34.1,1859,12,5,0,460.49,1,0,
71.531532,9.2,34.13,1238,12,5,0,658.09,1,0,
